"","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","p_0001","v_113","v_114","meduse_1","meduse_2","meduse_3","medtime_1","medtime_2","medtime_3","medcondsoz_1","medcondsoz_2","medcondsoz_3","medcondsoz_4","medcondsoz_5","medcondsoz_6","medcondsoz_7","medcondsoz_8","medcondsoz_9","medcondsoz_10","v_48","medcondsoz_11","med_act","finan1","finan2","finan3","trust1","trust2","trust3","trust4","trust5","tsec1","tsec2","tsec3","tfree1","tfree2","tfree3","ssec1","ssec2","ssec3","sfree1","sfree2","sfree3","att","man_finance","man_finance_ctrl","man_eff","man_eff_ctrl","man_acc1","man_acc2","narrative_1","narrative_2","narrative_3","narrative_4","narrative_5","narrative_6","narrative_7","narrative_8","man_check1","man_check2","v_126","v_127","heiz1","heiz2","heiz3","heiz4","heiz5","heiz6","heiz7","heiz8","heiz9","heiz10","v_109","pol","v_7","SES","gender","age","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","quota_rejected_id","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","rts7164300","rts7164302","rts7164304","rts7164305","rts7164306","rts7164307","rts7164308","rts7164309","rts7164310","rts7164312","rts7164313","rts7164314","rts7164315","rts7164316","rts7164317","rts7164318","rts7164319","rts7164320","rts7164321","rts7164322","rnd_pg_7164311_1","rnd_pg_7164311_2","rnd_pg_7164311_3","rnd_pg_7164311_4","rnd_pg_7164311_5","rnd_pg_7164311_6","rnd_pg_7164311_7","rnd_pg_7164311_8"
"560",641,0,0,31,7101365,NA,1566,1,290718018014357,0,1,2,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,4,3,3,1,1,4,5,5,5,3,5,7,7,6,7,7,7,1,2,NA,3,NA,1,1,5,3,4,2,1,3,4,1,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,5,2,79,"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113515,7113507,7113514,7113508,7113516,7113510,7113513,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"7eecbd67f1b006e4675e64b67c7e78ba",1,0,1729852957,"2024-10-25 10:42:37","2024-10-25 11:08:43","0000-00-00 00:00:00",9,1566,245,126,416,674,904,760,923,1148,1314,1409,1054,1452,1241,1100,1359,1512,1522,0,7113511,7113515,7113507,7113514,7113508,7113516,7113510,7113513
"561",643,0,0,31,7101365,NA,755,2,290718017084478,0,1,2,1,8,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,6,5,2,5,3,4,4,4,4,5,4,5,6,6,6,6,6,2,3,NA,3,NA,3,3,2,4,3,3,2,2,4,3,2,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,8,2,52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113508,7113516,7113515,7113514,7113511,7113513,7113507,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"5e50c6f5b3173d5c01f725eb5f88ce8d",1,0,1729853637,"2024-10-25 10:53:57","2024-10-25 11:06:32","0000-00-00 00:00:00",17,755,250,156,329,345,512,416,531,659,575,545,639,650,609,598,592,685,706,0,7113510,7113508,7113516,7113515,7113514,7113511,7113513,7113507
"562",644,0,0,31,7101365,NA,555,1,290718017877087,0,1,3,9,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,7,4,3,1,2,1,3,5,4,4,4,4,1,1,2,7,7,7,2,2,NA,5,NA,1,1,4,4,2,2,2,2,3,2,4,4,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,7,NA,7,2,62,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113510,7113514,7113513,7113511,7113515,7113508,7113507,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"c998cb2fb9094e938eb0257939aea70b",1,0,1729853647,"2024-10-25 10:54:07","2024-10-25 11:03:22","0000-00-00 00:00:00",5,555,102,60,143,221,362,315,366,516,488,401,462,426,409,477,390,532,536,0,7113516,7113510,7113514,7113513,7113511,7113515,7113508,7113507
"563",645,0,0,31,7101365,NA,1034,1,290718017322121,0,1,1,2,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,4,4,1,3,2,7,7,4,4,4,2,7,7,7,7,7,7,1,5,NA,2,NA,2,1,5,5,1,5,1,4,4,4,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,7,NA,4,1,76,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113511,7113510,7113513,7113508,7113507,7113515,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"25f8b0a692f9a664e718e7004661da47",1,0,1729854306,"2024-10-25 11:05:06","2024-10-25 11:22:20","0000-00-00 00:00:00",15,1034,190,124,254,413,537,475,554,851,815,723,679,769,614,899,946,967,976,0,7113514,7113511,7113510,7113513,7113508,7113507,7113515,7113516
"564",646,0,0,31,7101365,NA,584,1,290718017235051,1,1,2,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,3,3,1,2,2,2,5,4,4,4,3,7,5,5,4,5,6,1,5,NA,5,NA,2,3,4,3,5,3,3,5,3,3,3,3,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,10,NA,7,1,52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7112415,7113506,7119467,7113508,7113513,7113515,7113514,7113507,7113516,7113510,7113511,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"f47fe0c4fa8148596652feea1be11191",1,0,1729854669,"2024-10-25 11:11:09","2024-10-25 11:20:53","0000-00-00 00:00:00",8,584,108,64,151,198,305,254,313,434,336,468,483,378,408,385,448,500,534,0,7113508,7113513,7113515,7113514,7113507,7113516,7113510,7113511
"565",647,0,0,31,7101365,NA,776,2,290718017982601,0,1,2,9,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,7,4,4,1,3,1,4,6,5,5,4,4,4,4,6,7,7,6,2,2,NA,3,NA,1,1,5,4,5,4,1,3,4,2,3,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,6,2,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113515,7113513,7113508,7113510,7113514,7113507,7113511,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"822fcd2711c8f98287dc26a417dbf3b8",1,0,1729854972,"2024-10-25 11:16:12","2024-10-25 11:29:08","0000-00-00 00:00:00",32,776,199,119,252,261,381,325,397,630,571,595,673,541,622,495,449,700,714,0,7113516,7113515,7113513,7113508,7113510,7113514,7113507,7113511
"566",648,0,0,31,7101365,NA,686,2,290718017709080,0,1,1,4,8,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,1,1,2,2,2,4,2,3,4,4,6,6,7,7,7,7,2,3,NA,1,NA,1,1,4,5,5,5,4,5,5,3,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,6,NA,6,2,80,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113510,7113511,7113508,7113507,7113515,7113513,7113516,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"ed9cb28cee246006b08efb31d52ebc02",1,0,1729855000,"2024-10-25 11:16:40","2024-10-25 11:28:06","0000-00-00 00:00:00",10,686,214,145,282,320,416,374,429,539,525,496,509,568,480,551,586,603,613,0,7113514,7113510,7113511,7113508,7113507,7113515,7113513,7113516
"567",649,0,0,31,7101365,NA,507,2,290718018108605,0,1,1,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,7,3,4,4,3,4,5,4,5,5,5,6,6,6,6,7,6,2,4,NA,4,NA,2,2,2,4,2,3,2,3,4,2,2,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,10,NA,7,2,69,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113511,7113508,7113514,7113510,7113516,7113507,7113515,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"c582fbda1b00c1f4a591d6d196bd85e4",1,0,1729855811,"2024-10-25 11:30:11","2024-10-25 11:38:38","0000-00-00 00:00:00",6,507,107,62,149,156,263,210,274,413,362,398,341,305,383,420,407,447,463,0,7113513,7113511,7113508,7113514,7113510,7113516,7113507,7113515
"568",650,0,0,31,7101365,NA,692,1,290718017009703,0,1,3,3,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,3,3,2,4,3,4,5,4,4,4,4,6,5,6,6,6,6,1,4,NA,2,NA,1,1,5,4,5,2,4,2,4,2,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernheizung",1,NA,3,2,66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113514,7113515,7113507,7113508,7113516,7113513,7113510,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"47f9922ee6f96454347255d5546cc185",1,0,1729856041,"2024-10-25 11:34:01","2024-10-25 11:45:33","0000-00-00 00:00:00",4,692,109,71,169,272,385,361,392,533,559,629,421,612,464,491,582,646,665,0,7113511,7113514,7113515,7113507,7113508,7113516,7113513,7113510
"569",651,0,0,31,7101365,NA,651,1,290718017492167,0,1,2,9,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,5,2,2,1,1,6,7,5,6,4,4,5,7,7,7,7,7,2,5,NA,1,NA,1,1,4,1,1,3,1,4,4,1,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,4,2,83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7111982,7112405,7112407,7112407,7113504,7112415,7113506,7113506,7119467,7113516,7113515,7113507,7113510,7113508,7113513,7113513,7113513,7113511,7113514,7113510,7113515,7113517,7113518,7101522,7101522,7101522,7101365",1,0,0,NA,NA,"fb5f99a3f7541c3e7b85552a5a6f4717",1,0,1729856217,"2024-10-25 11:36:57","2024-10-25 11:47:48","0000-00-00 00:00:00",10,651,150,82,208,225,358,307,374,430,457,563,545,535,552,569,404,586,602,0,7113516,7113507,7113508,7113513,7113511,7113514,7113510,7113515
"570",652,0,0,31,7101365,NA,744,2,290718017215587,0,1,3,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,4,5,2,3,4,4,5,5,4,4,4,3,4,5,6,6,6,1,1,NA,4,NA,3,3,2,2,2,2,3,2,3,2,3,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,8,2,78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0 TO-Browser/TOB7.131.0.307_01","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7113504,7112415,7113506,7119467,7113513,7113507,7113510,7113511,7113516,7113508,7113514,7113515,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"489a02918a0acb183a0d2ead5a52cc08",1,0,1729856277,"2024-10-25 11:37:57","2024-10-25 11:50:21","0000-00-00 00:00:00",10,744,221,153,267,275,475,391,480,513,561,524,536,502,571,585,548,618,631,0,7113513,7113507,7113510,7113511,7113516,7113508,7113514,7113515
"571",653,0,0,31,7101365,NA,1022,2,290718017449144,0,1,2,4,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,4,2,2,1,1,5,6,6,6,6,6,7,7,7,7,7,7,2,5,NA,5,NA,3,3,5,5,5,5,5,5,5,5,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,4,2,68,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7112144,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113510,7113515,7113508,7113507,7113511,7113513,7113516,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"4fd1651e920fc52eaff9e1448f41736d",1,0,1729856661,"2024-10-25 11:44:21","2024-10-25 12:01:23","0000-00-00 00:00:00",8,1022,190,113,234,450,581,525,591,797,770,680,855,919,638,720,948,962,970,0,7113514,7113510,7113515,7113508,7113507,7113511,7113513,7113516
"572",654,0,0,31,7101365,NA,546,1,290718017218661,0,1,2,1,9,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,5,5,1,4,5,4,4,4,4,4,4,7,7,4,4,5,5,1,5,NA,1,NA,1,1,3,3,1,4,1,3,3,2,2,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,6,1,52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113513,7113508,7113511,7113516,7113507,7113515,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"2a07212a0cb1fc50a39478b5e2215242",1,0,1729856908,"2024-10-25 11:48:28","2024-10-25 11:57:34","0000-00-00 00:00:00",6,546,101,60,126,219,296,259,307,454,380,499,419,360,342,481,433,515,519,0,7113514,7113513,7113508,7113511,7113516,7113507,7113515,7113510
"573",655,0,0,31,7101365,NA,341,1,290718017740839,0,1,9,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,5,5,1,3,1,5,7,4,5,4,4,7,7,7,7,7,7,2,5,NA,1,NA,1,1,4,2,4,4,4,4,2,3,1,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,4,1,63,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113507,7113510,7113515,7113511,7113508,7113513,7113514,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"247b94570bacf533996a2c9163a7967d",1,0,1729857168,"2024-10-25 11:52:48","2024-10-25 11:58:29","0000-00-00 00:00:00",4,341,47,25,70,135,175,154,183,222,271,227,264,291,310,237,204,320,325,0,7113516,7113507,7113510,7113515,7113511,7113508,7113513,7113514
"574",656,0,0,31,7101365,NA,896,1,290718017393829,0,1,2,7,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,7,6,4,5,5,4,4,4,4,4,4,5,5,4,4,5,5,1,3,NA,5,NA,3,3,2,5,1,5,1,5,2,5,3,4,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,8,"Volt",8,2,70,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113515,7113511,7113514,7113510,7113516,7113513,7113508,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"c9d33927b0225bee8425e6d88c2a2f39",1,0,1729857522,"2024-10-25 11:58:42","2024-10-25 12:13:38","0000-00-00 00:00:00",12,896,114,74,163,304,410,360,420,449,776,659,586,755,629,485,698,844,852,0,7113507,7113515,7113511,7113514,7113510,7113516,7113513,7113508
"575",657,0,0,31,7101365,NA,595,1,290718018032795,0,1,2,2,6,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,5,5,3,3,5,3,3,5,4,3,2,2,2,2,2,2,2,1,2,NA,3,NA,4,4,4,4,4,3,4,4,4,4,3,3,NA,NA,0,0,0,1,1,0,0,0,0,0,NA,3,NA,6,2,67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113507,7113511,7113513,7113516,7113514,7113515,7113508,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"4365afe51c3253926e3a1d6082949d2a",1,0,1729857807,"2024-10-25 12:03:27","2024-10-25 12:13:22","0000-00-00 00:00:00",5,595,142,90,202,322,387,339,393,435,496,421,448,465,482,488,474,559,570,0,7113510,7113507,7113511,7113513,7113516,7113514,7113515,7113508
"576",658,0,0,31,7101365,NA,506,1,290718017855573,0,1,9,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,3,5,4,4,4,4,4,4,4,5,5,5,4,5,5,1,3,NA,2,NA,2,2,4,4,4,2,2,3,3,3,2,2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,4,2,75,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113510,7113511,7113516,7113513,7113514,7113508,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"552bdcfc6ac872c2f75ac89b5b8ed103",1,0,1729858362,"2024-10-25 12:12:42","2024-10-25 12:21:08","0000-00-00 00:00:00",10,506,130,64,168,174,296,242,308,414,404,346,356,382,393,328,369,438,451,0,7113515,7113510,7113511,7113516,7113513,7113514,7113508,7113507
"577",659,0,0,31,7101365,NA,645,2,290718017452217,0,1,2,2,9,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,6,5,3,4,4,4,6,4,4,4,4,5,4,1,1,1,5,2,5,NA,5,NA,4,4,3,5,1,3,3,4,5,4,3,3,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,3,NA,7,1,59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113515,7113510,7113516,7113514,7113511,7113513,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"c238feaacef04503a5d5819613e2f5a7",1,0,1729858680,"2024-10-25 12:18:00","2024-10-25 12:28:45","0000-00-00 00:00:00",5,645,109,65,143,234,327,275,339,582,384,444,521,560,501,416,470,606,611,0,7113508,7113515,7113510,7113516,7113514,7113511,7113513,7113507
"578",661,0,0,31,7101365,NA,1093,1,289762377520216,0,1,2,2,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,5,4,5,4,3,3,5,5,5,5,3,3,3,3,3,3,1,2,NA,5,NA,4,4,5,4,4,4,4,4,5,5,4,4,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,3,NA,6,1,47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113514,7113511,7113507,7113510,7113516,7113515,7113513,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"0e6187c5eaad126416d1a853e03d87cf",1,0,1729859414,"2024-10-25 12:30:14","2024-10-25 12:48:27","0000-00-00 00:00:00",2,1093,76,27,534,732,782,771,806,896,815,921,889,1070,821,1059,943,1075,1083,0,7113508,7113514,7113511,7113507,7113510,7113516,7113515,7113513
"579",662,0,0,31,7101365,NA,396,1,290718017874014,0,1,2,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,NA,4,NA,2,2,1,2,2,3,1,2,3,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,4,2,74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113511,7113516,7113514,7113515,7113508,7113507,7113513,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"e394e116c10855140bb5ecd3c1c31b82",1,0,1729860633,"2024-10-25 12:50:33","2024-10-25 12:57:09","0000-00-00 00:00:00",7,396,97,55,124,155,215,181,226,336,331,247,281,345,307,321,292,355,363,0,7113510,7113511,7113516,7113514,7113515,7113508,7113507,7113513
"580",663,0,0,31,7101365,NA,336,2,290718017272951,0,1,1,1,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,6,5,2,3,5,3,3,3,3,3,3,4,3,3,5,4,5,2,2,NA,4,NA,3,2,1,1,1,1,1,1,3,1,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,7,2,66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113514,7113515,7113508,7113511,7113513,7113516,7113507,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"dc924afde121db872b356c83a6a41d7e",1,0,1729861181,"2024-10-25 12:59:41","2024-10-25 13:05:17","0000-00-00 00:00:00",5,336,79,46,100,128,187,158,194,299,255,212,270,280,221,247,290,311,317,0,7113510,7113514,7113515,7113508,7113511,7113513,7113516,7113507
"581",664,0,0,31,7101365,NA,666,1,290718017781818,0,1,1,1,8,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,4,4,3,3,3,4,4,3,5,5,4,6,6,5,5,0,5,1,2,NA,5,NA,4,4,2,3,2,3,2,2,2,3,3,2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,7,2,80,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113511,7113510,7113507,7113515,7113513,7113516,7113514,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"4ded55cc1a43316385e5690839fe56ab",1,0,1729861795,"2024-10-25 13:09:55","2024-10-25 13:21:01","0000-00-00 00:00:00",7,666,146,96,197,361,444,394,460,561,499,550,524,583,602,571,593,617,628,0,7113508,7113511,7113510,7113507,7113515,7113513,7113516,7113514
"582",665,0,0,31,7101365,NA,531,2,290718017582314,0,1,1,1,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,7,5,6,3,4,5,1,3,2,4,3,3,1,1,1,1,1,1,1,1,NA,5,NA,4,4,1,4,1,3,1,3,3,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,6,1,77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113507,7113516,7113515,7113510,7113514,7113513,7113508,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"ba898c8c26e863fccf81b4ab77925b8b",1,0,1729862329,"2024-10-25 13:18:49","2024-10-25 13:27:40","0000-00-00 00:00:00",6,531,124,68,160,170,240,207,250,316,456,376,298,430,407,354,327,469,476,0,7113511,7113507,7113516,7113515,7113510,7113514,7113513,7113508
